"atc","parent","sv","en"
"QR03AL07","QR03AL","Formoterol och glykopyrroniumbromid","Formoterol and glycopyrronium bromide"
"QR03AL08","QR03AL","Vilanterol, umeklidiniumbromid och flutikasonfuroat","Vilanterol, umeclidinium bromide and fluticasone furoate"
"QR03AL09","QR03AL","Formoterol, glykopyrroniumbromid och beklometason","Formoterol, glycopyrronium bromide and beclometasone"
"QR03AL10","QR03AL","Formoterol och tiotropiumbromid","Formoterol and tiotropium bromide"
"QR03AL11","QR03AL","Formoterol, glykopyrroniumbromid och budesonid","Formoterol, glycopyrronium bromide and budesonide"
"QR03AL12","QR03AL","Indakaterol, glykopyrroniumbromid och mometason","Indacaterol, glycopyrronium bromide and mometasone"
"QR03B","QR03","Övriga medel vid obstruktiva luftvägssjukdomar, inhalationer","Other drugs for obstructive airway diseases, inhalants"
"QR03BA","QR03B","Glukokortikoider","Glucocorticoids"
"QR03BA01","QR03BA","Beklometason","Beclometasone"
"QR03BA02","QR03BA","Budesonid","Budesonide"
"QR03BA03","QR03BA","Flunisolid","Flunisolide"
"QR03BA04","QR03BA","Betametason","Betamethasone"
"QR03BA05","QR03BA","Flutikason","Fluticasone"
"QR03BA06","QR03BA","Triamcinolon","Triamcinolone"
"QR03BA07","QR03BA","Mometason","Mometasone"
"QR03BA08","QR03BA","Ciklesonid","Ciclesonide"
"QR03BA09","QR03BA","Flutikasonfuroat","Fluticasone furoate"
"QR03BB","QR03B","Antikolinergika","Anticholinergics"
"QR03BB01","QR03BB","Ipratropiumbromid","Ipratropium bromide"
"QR03BB02","QR03BB","Oxitropiumbromid","Oxitropium bromide"
"QR03BB03","QR03BB","Stramonimedel","Stramoni preparations"
"QR03BB04","QR03BB","Tiotropiumbromid","Tiotropium bromide"
"QR03BB05","QR03BB","Aklidiniumbromid","Aclidinium bromide"
"QR03BB06","QR03BB","Glykopyrroniumbromid","Glycopyrronium bromide"
"QR03BB07","QR03BB","Umeklidiniumbromid","Umeclidinium bromide"
"QR03BB08","QR03BB","Revefenacin","Revefenacin"
"QR03BB54","QR03BB","Tiotropiumbromid, kombinationer","Tiotropium bromide, combinations"
"QR03BC","QR03B","Antiallergika, exkl. kortikosteroider","Antiallergic agents, excl. corticosteroids"
"QR03BC01","QR03BC","Natriumkromoglikat","Cromoglicic acid"
"QR03BC03","QR03BC","Nedokromil","Nedocromil"
"QR03BX","QR03B","Övriga medel vid obstruktiva luftvägssjukdomar, inhalationer","Other drugs for obstructive airway diseases, inhalants"
"QR03BX01","QR03BX","Fenspirid","Fenspiride"
"QR03C","QR03","Adrenergika för systemiskt bruk","Adrenergics for systemic use"
"QR03CA","QR03C","Alfa- och beta-adrenoreceptoragonister","Alpha- and beta-adrenoreceptor agonists"
"QR03CA01","QR03CA","Epinefrin","Epinephrine"
"QR03CA02","QR03CA","Efedrin","Ephedrine"
"QR03CB","QR03C","Icke-selektiva beta-adrenoceptor agonister","Non-selective beta-adrenoreceptor agonists"
"QR03CB01","QR03CB","Isoprenalin","Isoprenaline"
"QR03CB02","QR03CB","Metoxifenamin","Methoxyphenamine"
"QR03CB03","QR03CB","Orkiprenalin","Orciprenaline"
"QR03CB51","QR03CB","Isoprenalin, kombinationer","Isoprenaline, combinations"
"QR03CB53","QR03CB","Orkiprenalin, kombinationer","Orciprenaline, combinations"
"QR03CC","QR03C","Selektiva beta-2-stimulerande medel","Selective beta-2-adrenoreceptor agonists"
"QR03CC02","QR03CC","Salbutamol","Salbutamol"
"QR03CC03","QR03CC","Terbutalin","Terbutaline"
"QR03CC04","QR03CC","Fenoterol","Fenoterol"
"QR03CC05","QR03CC","Hexoprenalin","Hexoprenaline"
"QR03CC06","QR03CC","Isoetarin","Isoetarine"
"QR03CC07","QR03CC","Pirbuterol","Pirbuterol"
"QR03CC08","QR03CC","Prokaterol","Procaterol"
"QR03CC09","QR03CC","Tretokinol","Tretoquinol"
"QR03CC10","QR03CC","Karbuterol","Carbuterol"
"QR03CC11","QR03CC","Tulobuterol","Tulobuterol"
"QR03CC12","QR03CC","Bambuterol","Bambuterol"
"QR03CC13","QR03CC","Klenbuterol","Clenbuterol"
"QR03CC14","QR03CC","Reproterol","Reproterol"
"QR03CC15","QR03CC","Formoterol","Formoterol"
"QR03CC53","QR03CC","Terbutalin, kombinationer","Terbutaline, combinations"
"QR03CC63","QR03CC","Klenbuterol och ambroxol","Clenbuterol and ambroxol"
"QR03CC90","QR03CC","Klenbuterol, kombinationer","Clenbuterol, combinations"
"QR03CK","QR03C","Adrenergika och övriga medel vid obstruktiva luftvägssjukdomar","Adrenergics and other drugs for obstructive airway diseases"
"QR03D","QR03","Övriga systemiska medel för obstruktiva lungsjukdomar","Other systemic drugs for obstructive airway diseases"
"QR03DA","QR03D","Xantiner","Xanthines"
"QR03DA01","QR03DA","Diprofyllin","Diprophylline"
"QR03DA02","QR03DA","Kolinteofyllinat","Choline theophyllinate"
"QR03DA03","QR03DA","Proxifyllin","Proxyphylline"
"QR03DA04","QR03DA","Teofyllin","Theophylline"
"QR03DA05","QR03DA","Aminofyllin","Aminophylline"
"QR03DA06","QR03DA","Etamifyllin","Etamiphylline"
"QR03DA07","QR03DA","Teobromin","Theobromine"
"QR03DA08","QR03DA","Bamifyllin","Bamifylline"
"QR03DA09","QR03DA","Acefyllinpiperazin","Acefylline piperazine"
"QR03DA10","QR03DA","Bufyllin","Bufylline"
"QR03DA11","QR03DA","Doxofyllin","Doxofylline"
"QR03DA12","QR03DA","Mepyraminteofyllinacetat","Mepyramine theophyllinacetate"
"QR03DA20","QR03DA","Kombinationer","Combinations"
"QR03DA51","QR03DA","Diprofyllin, kombinationer","Diprophylline, combinations"
"QR03DA54","QR03DA","Teofyllin, kombinationer, exkl. neuroleptika","Theophylline, combinations excl. psycholeptics"
"QR03DA55","QR03DA","Aminofyllin, kombinationer","Aminophylline, combinations"
"QR03DA57","QR03DA","Teobromin, kombinationer","Theobromine, combinations"
"QR03DA74","QR03DA","Teofyllin, kombinationer med neuroleptika","Theophylline, combinations with psycholeptics"
"QR03DB","QR03D","Xantiner och adrenergika","Xanthines and adrenergics"
"QR03DB01","QR03DB","Diprofyllin och adrenergika","Diprophylline and adrenergics"
"QR03DB02","QR03DB","Kolinteofyllinat och adrenergika","Choline theophyllinate and adrenergics"
"QR03DB03","QR03DB","Proxyfyllin och adrenergika","Proxyphylline and adrenergics"
"QR03DB04","QR03DB","Teofyllin och adrenergika","Theophylline and adrenergics"
"QR03DB05","QR03DB","Aminofyllin och adrenergika","Aminophylline and adrenergics"
"QR03DB06","QR03DB","Etamifyllin och adrenergika","Etamiphylline and adrenergics"
"QR03DC","QR03D","Leukotrienreceptorantagonister","Leukotriene receptor antagonists"
"QR03DC01","QR03DC","Zafirlukast","Zafirlukast"
"QR03DC02","QR03DC","Pranlukast","Pranlukast"
"QR03DC03","QR03DC","Montelukast","Montelukast"
"QR03DC04","QR03DC","Ibudilast","Ibudilast"
"QR03DC53","QR03DC","Montelukast, kombinationer","Montelukast, combinations"
"QR03DX","QR03D","Övriga systemiska medel för obstruktiva lungsjukdomar","Other systemic drugs for obstructive airway diseases"
"QR03DX01","QR03DX","Amlexanox","Amlexanox"
"QR03DX02","QR03DX","Eprozinol","Eprozinol"
"QR03DX03","QR03DX","Fenspirid","Fenspiride"
"QR03DX05","QR03DX","Omalizumab","Omalizumab"
"QR03DX06","QR03DX","Seratrodast","Seratrodast"
"QR03DX07","QR03DX","Roflumilast","Roflumilast"
"QR03DX08","QR03DX","Reslizumab","Reslizumab"
"QR03DX09","QR03DX","Mepolizumab","Mepolizumab"
"QR03DX10","QR03DX","Benralizumab","Benralizumab"
"QR03DX11","QR03DX","Tezepelumab","Tezepelumab"
"QR05","QR","Medel mot hosta och förkylning","Cough and cold preparations"
"QR05C","QR05","Expektorantia, exkl. kombinationer med hostdämpande medel","Expectorants, excl. combinations with cough suppressants"
"QR05CA","QR05C","Expektorantia, exkl. mukolytika","Expectorants"
"QR05CA01","QR05CA","Tyloxapol","Tyloxapol"
"QR05CA02","QR05CA","Kaliumjodid","Potassium iodide"
"QR05CA03","QR05CA","Guaifenesin","Guaifenesin"
"QR05CA04","QR05CA","Ipekakuanharot","Ipecacuanha"
"QR05CA05","QR05CA","Läkemalva, rot","Altheae radix"
"QR05CA06","QR05CA","Senega","Senega"
"QR05CA07","QR05CA","Antimonpentasulfid","Antimony pentasulfide"
"QR05CA08","QR05CA","Kreosot","Creosote"
"QR05CA09","QR05CA","Guajakolsulfonat","Guaiacolsulfonate"
"QR05CA10","QR05CA","Kombinationer av expektorantia","Combinations of expectorants"
"QR05CA11","QR05CA","Levoverbenon","Levoverbenone"
"QR05CA12","QR05CA","Murgröna, blad","Hederae helicis folium"
"QR05CA13","QR05CA","Cineol","Cineole"
"QR05CB","QR05C","Mukolytika","Mucolytics"
"QR05CB01","QR05CB","Acetylcystein","Acetylcysteine"
"QR05CB02","QR05CB","Bromhexin","Bromhexine"
"QR05CB03","QR05CB","Karbocystein","Carbocisteine"
"QR05CB04","QR05CB","Eprazinon","Eprazinone"
"QR05CB05","QR05CB","Mesna","Mesna"
"QR05CB06","QR05CB","Ambroxol","Ambroxol"
"QR05CB07","QR05CB","Sobrerol","Sobrerol"
"QR05CB08","QR05CB","Domiodol","Domiodol"
"QR05CB09","QR05CB","Letostein","Letosteine"
"QR05CB10","QR05CB","Kombinationer av mukolytika","Combinations of mucolytics"
"QR05CB11","QR05CB","Stepronin","Stepronin"
"QR05CB12","QR05CB","Tiopronin","Tiopronin"
"QR05CB13","QR05CB","Dornas alfa (deoxiribonukleas)","Dornase alfa (desoxyribonuclease)"
"QR05CB14","QR05CB","Neltenexin","Neltenexine"
"QR05CB15","QR05CB","Erdostein","Erdosteine"
"QR05CB16","QR05CB","Mannitol","Mannitol"
"QR05CB90","QR05CB","Dembrexinhydroklorid","Dembrexine hydrochloride"
"QR05D","QR05","Hosthämmande medel, exkl kombinationer med expektorantia","Cough suppressants, excl. combinations with expectorants"
"QR05DA","QR05D","Opiumalkaloider och derivat","Opium alkaloids and derivatives"
"QR05DA01","QR05DA","Etylmorfin","Ethylmorphine"
"QR05DA03","QR05DA","Hydrokodon","Hydrocodone"
"QR05DA04","QR05DA","Kodein","Codeine"
"QR05DA05","QR05DA","Opiumalkaloider med morfin","Opium alkaloids with morphine"
"QR05DA06","QR05DA","Normetadon","Normethadone"
"QR05DA07","QR05DA","Noskapin","Noscapine"
"QR05DA08","QR05DA","Folkodin","Pholcodine"
"QR05DA09","QR05DA","Dextrometorfan","Dextromethorphan"
"QR05DA10","QR05DA","Tebakon","Thebacon"
"QR05DA11","QR05DA","Dimemorfan","Dimemorfan"
"QR05DA12","QR05DA","Acetyldihydrokodein","Acetyldihydrocodeine"
"QR05DA20","QR05DA","Kombinationer av opiumalkaloider och derivat","Combinations of opium alkaloids and derivatives"
"QR05DA90","QR05DA","Butorfanol","Butorphanol"
"QR05DB","QR05D","Övriga hostdämpande medel","Other cough suppressants"
"QR05DB01","QR05DB","Bensonatat","Benzonatate"
"QR05DB02","QR05DB","Benproperin","Benproperine"
"QR05DB03","QR05DB","Klobutinol","Clobutinol"
"QR05DB04","QR05DB","Isoaminil","Isoaminile"
"QR05DB05","QR05DB","Pentoxiverin","Pentoxyverine"
"QR05DB07","QR05DB","Oxolamin","Oxolamine"
"QR05DB09","QR05DB","Oxeladin","Oxeladin"
"QR05DB10","QR05DB","Klofedanol","Clofedanol"
"QR05DB11","QR05DB","Pipazetat","Pipazetate"
"QR05DB12","QR05DB","Bibenzoniumbromid","Bibenzonium bromide"
"QR05DB13","QR05DB","Butamirat","Butamirate"
"QR05DB14","QR05DB","Fedrilat","Fedrilate"
"QR05DB15","QR05DB","Zipeprol","Zipeprol"
"QR05DB16","QR05DB","Dibunat","Dibunate"
"QR05DB17","QR05DB","Droxypropin","Droxypropine"
"QR05DB18","QR05DB","Prenoxdiazin","Prenoxdiazine"
"QR05DB19","QR05DB","Dropropizin","Dropropizine"
"QR05DB20","QR05DB","Kombinationer","Combinations"
"QR05DB21","QR05DB","Kloperastin","Cloperastine"
"QR05DB22","QR05DB","Meprotixol","Meprotixol"
"QR05DB23","QR05DB","Piperidion","Piperidione"
"QR05DB24","QR05DB","Tipepidin","Tipepidine"
"QR05DB25","QR05DB","Morklofon","Morclofone"
"QR05DB26","QR05DB","Nepinalon","Nepinalone"
"QR05DB27","QR05DB","Levodropropizin","Levodropropizine"
"QR05DB28","QR05DB","Dimetoxanat","Dimethoxanate"
"QR05DB29","QR05DB","Gefapixant","Gefapixant"
"QR05F","QR05","Hosthämmande medel i kombination med expektorantia","Cough suppressants and expectorants, combinations"
"QR05FA","QR05F","Opiumderivat och expektorantia","Opium derivatives and expectorants"
"QR05FA01","QR05FA","Opiumderivat och mukolytika","Opium derivatives and mucolytics"
"QR05FA02","QR05FA","Opiumderivat och expektorantia","Opium derivatives and expectorants"
"QR05FB","QR05F","Övriga hosthämmande medel i kombination med expektorantia","Other cough suppressants and expectorants"
"QR05FB01","QR05FB","Hosthämmande medel och mukolytika","Cough suppressants and mucolytics"
"QR05FB02","QR05FB","Hosthämmande medel i kombination med expektorantia, exkl mukolytika","Cough suppressants and expectorants"
"QR05X","QR05","Övriga medel mot förkylning","Other cold preparations"
"QR06","QR","Antihistaminer för systemiskt bruk","Antihistamines for systemic use"
"QR06A","QR06","Antihistaminer för systemiskt bruk","Antihistamines for systemic use"
"QR06AA","QR06A","Aminoalkyletrar","Aminoalkyl ethers"
"QR06AA01","QR06AA","Bromdifenhydramin","Bromazine"
"QR06AA02","QR06AA","Difenhydramin","Diphenhydramine"
"QR06AA04","QR06AA","Klemastin","Clemastine"
"QR06AA06","QR06AA","Klorfenoxamin","Chlorphenoxamine"
"QR06AA07","QR06AA","Difenylpyralin","Diphenylpyraline"
"QR06AA08","QR06AA","Karbinoxamin","Carbinoxamine"
"QR06AA09","QR06AA","Doxylamin","Doxylamine"
"QR06AA10","QR06AA","Trimetobenzamid","Trimethobenzamide"
"QR06AA11","QR06AA","Dimenhydrinat","Dimenhydrinate"
"QR06AA52","QR06AA","Difenhydramin, kombinationer","Diphenhydramine, combinations"
"QR06AA54","QR06AA","Klemastin, kombinationer","Clemastine, combinations"
"QR06AA56","QR06AA","Klorfenoxamin, kombinationer","Chlorphenoxamine, combinations"
"QR06AA57","QR06AA","Difenylpyralin, kombinationer","Diphenylpyraline, combinations"
"QR06AA59","QR06AA","Doxylamin, kombinationer","Doxylamine, combinations"
"QR06AA61","QR06AA","Dimenhydrinat, kombinationer","Dimenhydrinate, combinations"
"QR06AB","QR06A","Alkylaminer, substituerade","Substituted alkylamines"
"QR06AB01","QR06AB","Bromfeniramin","Brompheniramine"
"QR06AB02","QR06AB","Dexklorfeniramin","Dexchlorpheniramine"
"QR06AB03","QR06AB","Dimetinden","Dimetindene"
"QR06AB04","QR06AB","Klorfenamin","Chlorphenamine"
"QR06AB05","QR06AB","Feniramin","Pheniramine"
"QR06AB06","QR06AB","Dexbromfeniramin","Dexbrompheniramine"
"QR06AB07","QR06AB","Talastin","Talastine"
"QR06AB51","QR06AB","Bromfeniramin, kombinationer","Brompheniramine, combinations"
"QR06AB52","QR06AB","Dexklorfeniramin, kombinationer","Dexchlorpheniramine, combinations"
"QR06AB54","QR06AB","Klorfenamin, kombinationer","Chlorphenamine, combinations"
"QR06AB56","QR06AB","Dexbromfeniramin, kombinationer","Dexbrompheniramine, combinations"
"QR06AC","QR06A","Etylendiaminer, substituerade","Substituted ethylene diamines"
"QR06AC01","QR06AC","Mepyramin","Mepyramine"
"QR06AC02","QR06AC","Histapyrrodin","Histapyrrodine"
"QR06AC03","QR06AC","Kloropyramin","Chloropyramine"
"QR06AC04","QR06AC","Tripelennamin","Tripelennamine"
"QR06AC05","QR06AC","Metapyrilen","Methapyrilene"
"QR06AC06","QR06AC","Tonzylamin","Thonzylamine"
"QR06AC52","QR06AC","Histapyrrodin, kombinationer","Histapyrrodine, combinations"
"QR06AC53","QR06AC","Kloropyramin, kombinationer","Chloropyramine, combinations"
"QR06AD","QR06A","Fentiazinderivat","Phenothiazine derivatives"
"QR06AD01","QR06AD","Alimemazin","Alimemazine"
"QR06AD02","QR06AD","Prometazin","Promethazine"
"QR06AD03","QR06AD","Tietylperazin","Thiethylperazine"
"QR06AD04","QR06AD","Metdilazin","Methdilazine"
"QR06AD05","QR06AD","Hydroxietylprometazin","Hydroxyethylpromethazine"
"QR06AD06","QR06AD","Tiazinam","Thiazinam"
"QR06AD07","QR06AD","Mekitazin","Mequitazine"
"QR06AD08","QR06AD","Oxomemazin","Oxomemazine"
"QR06AD09","QR06AD","Isotipendyl","Isothipendyl"
"QR06AD52","QR06AD","Prometazin, kombinationer","Promethazine, combinations"
"QR06AD55","QR06AD","Hydroxietylprometazin, kombinationer","Hydroxyethylpromethazine, combinations"
"QR06AE","QR06A","Piperazinderivat","Piperazine derivatives"
"QR06AE01","QR06AE","Buklizin","Buclizine"
"QR06AE02","QR06AE","Cinnarizin","Cinnarizin"
"QR06AE03","QR06AE","Cyklizin","Cyclizine"
"QR06AE04","QR06AE","Klorcyklizin","Chlorcyclizine"
"QR06AE05","QR06AE","Meklozin","Meclozine"
"QR06AE06","QR06AE","Oxatomid","Oxatomide"
"QR06AE07","QR06AE","Cetirizin","Cetirizine"
"QR06AE09","QR06AE","Levocetirizin","Levocetirizine"
"QR06AE51","QR06AE","Buklizin, kombinationer","Buclizine, combinations"
"QR06AE53","QR06AE","Cyklizin, kombinationer","Cyclizine, combinations"
"QR06AE55","QR06AE","Meklozin, kombinationer","Meclozine, combinations"
"QR06AK","QR06A","Kombinationer av antihistaminer","Combinations of antihistamines"
"QR06AX","QR06A","Övriga antihistaminer för systemiskt bruk","Other antihistamines for systemic use"
"QR06AX01","QR06AX","Bamipin","Bamipine"
"QR06AX02","QR06AX","Cyproheptadin","Cyproheptadine"
"QR06AX03","QR06AX","Tenalidin","Thenalidine"
"QR06AX04","QR06AX","Fenindamin","Phenindamine"
"QR06AX05","QR06AX","Antazolin","Antazoline"
"QR06AX07","QR06AX","Triprolidin","Triprolidine"
"QR06AX08","QR06AX","Pyrrobutamin","Pyrrobutamine"
"QR06AX09","QR06AX","Azatadin","Azatadine"
"QR06AX11","QR06AX","Astemizol","Astemizole"
"QR06AX12","QR06AX","Terfenadin","Terfenadine"
"QR06AX13","QR06AX","Loratadin","Loratadine"
"QR06AX15","QR06AX","Mebhydrolin","Mebhydrolin"
"QR06AX16","QR06AX","Deptropin","Deptropine"
"QR06AX17","QR06AX","Ketotifen","Ketotifen"
"QR06AX18","QR06AX","Akrivastin","Acrivastine"
"QR06AX19","QR06AX","Azelastin","Azelastine"
"QR06AX21","QR06AX","Tritokvalin","Tritoqualine"
"QR06AX22","QR06AX","Ebastin","Ebastine"
"QR06AX23","QR06AX","Pimetixen","Pimethixene"
"QR06AX24","QR06AX","Epinastin","Epinastine"
"QR06AX25","QR06AX","Mizolastin","Mizolastine"
"QR06AX26","QR06AX","Fexofenadin","Fexofenadine"
"QR06AX27","QR06AX","Desloratadin","Desloratadine"
"QR06AX28","QR06AX","Rupatadin","Rupatadine"
"QR06AX29","QR06AX","Bilastin","Bilastine"
"QR06AX31","QR06AX","Kifenadin","Quifenadine"
"QR06AX32","QR06AX","Sekifenadin","Sequifenadine"
"QR06AX53","QR06AX","Tenalidin, kombinationer","Thenalidine, combinations"
"QR06AX58","QR06AX","Pyrrobutamin, kombinationer","Pyrrobutamine, combinations"
"QR07","QR","Övriga medel vid sjukdomar i andningsorganen","Other respiratory system products"
"QR07A","QR07","Övriga medel vid sjukdomar i andningsorganen","Other respiratory system products"
"QR07AA","QR07A","Ytaktiva medel (lunga)","Lung surfactants"
"QR07AA01","QR07AA","Kolfoskeril","Colfosceril palmitate"
"QR07AA02","QR07AA","Naturliga fosfolipider","Natural phospholipids"
"QR07AA30","QR07AA","Kombinationer","Combinations"
"QR07AB","QR07A","Andningsstimulerande medel","Respiratory stimulants"
"QR07AB01","QR07AB","Doxapram","Doxapram"
"QR07AB02","QR07AB","Niketamid","Nikethamide"
"QR07AB03","QR07AB","Pentetrazol","Pentetrazol"
"QR07AB04","QR07AB","Etamivan","Etamivan"
"QR07AB05","QR07AB","Bemegrid","Bemegride"
"QR07AB06","QR07AB","Pretkamid","Prethcamide"
"QR07AB07","QR07AB","Almitrin","Almitrine"
"QR07AB08","QR07AB","Dimeflin","Dimefline"
"QR07AB09","QR07AB","Mepixanox","Mepixanox"
"QR07AB52","QR07AB","Niketamid, kombinationer","Nikethamide, combinations"
"QR07AB53","QR07AB","Pentetrazol, kombinationer","Pentetrazol, combinations"
"QR07AB99","QR07AB","Andningsstimulerande medel, kombinationer","Respiratory stimulants, combinations"
"QR07AX","QR07A","Övriga medel vid sjukdomar i andningsorganen","Other respiratory system products"
"QR07AX01","QR07AX","Kväveoxid","Nitric oxide"
"QR07AX02","QR07AX","Ivakaftor","Ivacaftor"
"QR07AX30","QR07AX","Ivakaftor och lumakaftor","Ivacaftor and lumacaftor"
"QR07AX31","QR07AX","Ivakaftor och tezakaftor","Ivacaftor and tezacaftor"
"QR07AX32","QR07AX","Ivakaftor, tezakaftor och elexakaftor","Ivacaftor, tezacaftor and elexacaftor"
"QR07AX33","QR07AX","Deutivakaftor, tezakaftor och vanzakaftor","Deutivacaftor, tezacaftor and vanzacaftor"
"QS","Q","Ögon och öron","Sensory organs"
"QS01","QS","Medel vid ögonsjukdomar","Ophthalmologicals"
"QS01A","QS01","Antiinfektiva medel","Antiinfectives"
"QS01AA","QS01A","Antibiotika","Antibiotics"
"QS01AA01","QS01AA","Kloramfenikol","Chloramphenicol"
"QS01AA02","QS01AA","Klortetracyklin","Chlortetracycline"
"QS01AA03","QS01AA","Neomycin","Neomycin"
"QS01AA04","QS01AA","Oxitetracyklin","Oxytetracycline"
"QS01AA05","QS01AA","Tyrotricin","Tyrothricin"
"QS01AA07","QS01AA","Framycetin","Framycetin"
"QS01AA09","QS01AA","Tetracyklin","Tetracycline"
"QS01AA10","QS01AA","Natamycin","Natamycin"
"QS01AA11","QS01AA","Gentamicin","Gentamicin"
"QS01AA12","QS01AA","Tobramycin","Tobramycin"
"QS01AA13","QS01AA","Fusidinsyra","Fusidic acid"
"QS01AA14","QS01AA","Bensylpenicillin","Benzylpenicillin"
"QS01AA15","QS01AA","Dihydrostreptomycin","Dihydrostreptomycin"
"QS01AA16","QS01AA","Rifamycin","Rifamycin"
"QS01AA17","QS01AA","Erytromycin","Erythromycin"
"QS01AA18","QS01AA","Polymyxin B","Polymyxin B"
"QS01AA19","QS01AA","Ampicillin","Ampicillin"
"QS01AA20","QS01AA","Antibiotika i kombination med andra läkemedel","Antibiotics in combination with other drugs"
"QS01AA21","QS01AA","Amikacin","Amikacin"
"QS01AA22","QS01AA","Mikronomicin","Micronomicin"
"QS01AA23","QS01AA","Netilmicin","Netilmicin"
"QS01AA24","QS01AA","Kanamycin","Kanamycin"
"QS01AA25","QS01AA","Azidamfenikol","Azidamfenicol"
"QS01AA26","QS01AA","Azitromycin","Azithromycin"
"QS01AA27","QS01AA","Cefuroxim","Cefuroxime"
"QS01AA28","QS01AA","Vankomycin","Vancomycin"
"QS01AA29","QS01AA","Dibekacin","Dibekacin"
"QS01AA30","QS01AA","Kombinationer av olika antibiotika","Combinations of different antibiotics"
"QS01AA31","QS01AA","Cefmenoxim","Cefmenoxime"
"QS01AA32","QS01AA","Bacitracin","Bacitracin"
"QS01AA90","QS01AA","Cloxacillin","Cloxacillin"
"QS01AB","QS01A","Sulfonamider","Sulfonamides"
"QS01AB01","QS01AB","Sulfametizol","Sulfamethizole"
"QS01AB02","QS01AB","Sulfafurazol","Sulfafurazole"
"QS01AB03","QS01AB","Sulfadikramid","Sulfadicramide"
"QS01AB04","QS01AB","Sulfacetamid","Sulfacetamide"
"QS01AB05","QS01AB","Sulfafenazol","Sulfafenazol"
"QS01AD","QS01A","Antivirala medel","Antivirals"
"QS01AD01","QS01AD","Idoxuridin","Idoxuridine"
"QS01AD02","QS01AD","Trifluridin","Trifluridine"
"QS01AD03","QS01AD","Aciklovir","Aciclovir"
"QS01AD05","QS01AD","Interferon","Interferon"
"QS01AD06","QS01AD","Vidarabin","Vidarabine"
"QS01AD07","QS01AD","Famciklovir","Famciclovir"
"QS01AD08","QS01AD","Fomiversen","Fomivirsen"
"QS01AD09","QS01AD","Ganciklovir","Ganciclovir"
"QS01AE","QS01A","Fluorokinoloner","Fluoroquinolones"
"QS01AE01","QS01AE","Ofloxacin","Ofloxacin"
"QS01AE02","QS01AE","Norfloxacin","Norfloxacin"
"QS01AE03","QS01AE","Ciprofloxacin","Ciprofloxacin"
"QS01AE04","QS01AE","Lomefloxacin","Lomefloxacin"
"QS01AE05","QS01AE","Levofloxacin","Levofloxacin"
"QS01AE06","QS01AE","Gatifloxacin","Gatifloxacin"
"QS01AE07","QS01AE","Moxifloxacin","Moxifloxacin"
"QS01AE08","QS01AE","Besifloxacin","Besifloxacin"
"QS01AE09","QS01AE","Tosufloxacin","Tosufloxacin"
"QS01AX","QS01A","Övriga antiinfektiva medel","Other antiinfectives"
"QS01AX01","QS01AX","Kvicksilverföreningar","Mercury compounds"
"QS01AX02","QS01AX","Silverföreningar","Silver compounds"
"QS01AX03","QS01AX","Zinkföreningar","Zinc compounds"
"QS01AX04","QS01AX","Nitrofural","Nitrofural"
"QS01AX05","QS01AX","Bibrokatol","Bibrocathol"
"QS01AX06","QS01AX","Resorcinol","Resorcinol"
"QS01AX07","QS01AX","Natriumborat","Sodium borate"
"QS01AX08","QS01AX","Hexamidin","Hexamidine"
"QS01AX09","QS01AX","Klorhexidin","Chlorhexidine"
"QS01AX10","QS01AX","Natriumpropionat","Sodium propionate"
"QS01AX14","QS01AX","Dibrompropamidin","Dibrompropamidine"
"QS01AX15","QS01AX","Propamidin","Propamidine"
"QS01AX16","QS01AX","Pikloxydin","Picloxydine"
"QS01AX18","QS01AX","Povidon-jod","Povidone-iodine"
"QS01AX24","QS01AX","Polihexanid","Polihexanide"
"QS01AX25","QS01AX","Lotilaner","Lotilaner"
"QS01B","QS01","Antiinflammatoriska medel","Antiinflammatory agents"
"QS01BA","QS01B","Kortikosteroider","Corticosteroids, plain"
"QS01BA01","QS01BA","Dexametason","Dexamethasone"
"QS01BA02","QS01BA","Hydrokortison","Hydrocortisone"
"QS01BA03","QS01BA","Kortison","Cortisone"
"QS01BA04","QS01BA","Prednisolon","Prednisolone"
"QS01BA05","QS01BA","Triamcinolon","Triamcinolone"
"QS01BA06","QS01BA","Betametason","Betamethasone"
"QS01BA07","QS01BA","Fluorometolon","Fluorometholone"
"QS01BA08","QS01BA","Medryson","Medrysone"
"QS01BA09","QS01BA","Klobetason","Clobetasone"
"QS01BA10","QS01BA","Alklometason","Alclometasone"
"QS01BA11","QS01BA","Desonid","Desonide"
"QS01BA12","QS01BA","Formokortal","Formocortal"
"QS01BA13","QS01BA","Rimexolon","Rimexolone"
"QS01BA14","QS01BA","Loteprednol","Loteprednol"
"QS01BA15","QS01BA","Fluocinolonacetonid","Fluocinolone acetonide"
"QS01BA16","QS01BA","Difluprednat","Difluprednate"
"QS01BB","QS01B","Kortikosteroider och mydriatika i kombination","Corticosteroids and mydriatics in combination"
"QS01BB01","QS01BB","Hydrokortison och mydratikum","Hydrocortisone and mydriatics"
"QS01BB02","QS01BB","Prednisolon och mydriaktika","Prednisolone and mydriatics"
"QS01BB03","QS01BB","Fluorometolon och mydriatika","Fluorometholone and mydriatics"
"QS01BB04","QS01BB","Betametason och mydriatika","Betamethasone and mydriatics"
"QS01BC","QS01B","Icke-steroida antiinflammatoriska medel","Antiinflammatory agents, non-steroids"
"QS01BC01","QS01BC","Indometacin","Indometacin"
